carat,cut,color,clarity,depth,table,price,x,y,z
0.52,Ideal,6,VS,61.9,54.0,1629,5.13,5.18,3.19
1.09,Ideal,3,I1,61.0,56.0,3614,6.66,6.62,4.05
0.33,Ideal,4,IF,61.2,56.0,1240,4.47,4.49,2.74
0.4,Ideal,4,VS,62.0,56.0,890,4.73,4.75,2.94
0.31,Ideal,3,VVS,61.4,57.0,671,4.38,4.42,2.69
0.77,Ideal,3,VS,62.1,56.0,3544,5.84,5.88,3.64
0.31,Ideal,4,VVS,61.9,55.0,1028,4.42,4.37,2.72
0.55,Ideal,5,VS,61.5,57.0,1665,5.25,5.29,3.24
0.33,Ideal,4,VS,62.1,55.0,854,4.47,4.45,2.77
1.07,Ideal,4,SI,61.6,57.0,5405,6.56,6.53,4.03
1.1,Ideal,1,SI,62.8,57.0,4158,6.63,6.56,4.14
1.11,Ideal,6,SI,62.2,57.0,5501,6.66,6.62,4.12
0.6,Ideal,2,SI,61.9,55.0,1238,5.43,5.46,3.37
0.41,Ideal,5,VVS,61.9,58.0,1442,4.77,4.8,2.96
0.32,Ideal,5,VS,62.6,53.0,702,4.37,4.38,2.74
1.2,Ideal,2,SI,61.0,57.0,5712,6.9,6.84,4.19
0.74,Ideal,5,SI,61.7,56.0,2779,5.84,5.8,3.59
0.36,Ideal,2,IF,61.6,56.0,912,4.56,4.59,2.82
2.22,Ideal,3,SI,62.6,57.0,14637,8.35,8.29,5.21
1.65,Ideal,3,IF,62.4,55.0,17569,7.53,7.61,4.72
0.33,Ideal,5,VS,61.2,56.0,928,4.47,4.45,2.73
1.15,Ideal,2,VS,62.7,57.0,7123,6.68,6.64,4.17
0.71,Ideal,1,SI,61.9,56.0,2178,5.7,5.73,3.54
0.74,Ideal,5,VS,62.2,55.0,3888,5.79,5.82,3.61
0.56,Ideal,1,VVS,60.8,57.0,1605,5.31,5.34,3.24
0.3,Ideal,3,SI,61.0,58.0,477,4.29,4.36,2.64
1.04,Ideal,4,SI,61.3,56.0,5882,6.55,6.5,4.0
0.3,Ideal,6,SI,62.1,57.0,524,4.25,4.28,2.65
1.01,Ideal,5,SI,62.0,57.0,5235,6.38,6.45,3.98
0.53,Ideal,2,VS,62.6,57.0,1412,5.17,5.15,3.23
0.3,Ideal,2,VVS,62.4,53.0,878,4.31,4.28,2.68
0.5,Ideal,4,VVS,62.3,57.0,1850,5.06,5.08,3.16
1.03,Ideal,6,SI,61.2,57.0,4679,6.51,6.59,4.01
1.07,Ideal,3,VVS,62.6,54.0,9276,6.58,6.5,4.1
0.32,Ideal,1,VS,62.3,55.0,466,4.39,4.41,2.74
0.52,Ideal,3,VS,62.7,57.0,1689,5.12,5.15,3.22
1.54,Ideal,3,VS,60.8,57.0,15395,7.44,7.46,4.53
0.33,Ideal,6,VS,62.1,54.0,781,4.43,4.46,2.76
0.4,Ideal,3,IF,61.1,58.0,1229,4.72,4.74,2.89
0.55,Ideal,5,VS,61.7,55.0,2079,5.29,5.27,3.26
0.32,Ideal,5,VVS,61.7,56.0,1020,4.42,4.4,2.72
0.31,Ideal,6,VS,62.6,56.0,942,4.36,4.33,2.72
0.51,Ideal,3,VS,61.7,56.0,1656,5.1,5.14,3.16
1.05,Ideal,2,VS,61.8,55.0,6833,6.54,6.57,4.05
0.31,Ideal,4,VS,61.1,56.0,640,4.35,4.39,2.67
0.57,Ideal,5,VS,62.0,55.0,2177,5.31,5.34,3.3
1.2,Ideal,5,VS,61.3,56.0,10214,6.89,6.84,4.21
0.59,Ideal,3,VS,62.1,55.0,1916,5.35,5.4,3.34
0.53,Ideal,3,VVS,61.4,57.0,1948,5.19,5.26,3.21
0.54,Ideal,1,IF,62.5,55.0,1763,5.21,5.26,3.27
1.0,Ideal,3,SI,62.3,56.0,4861,6.46,6.44,3.96
0.3,Ideal,3,IF,61.8,55.0,813,4.33,4.35,2.68
0.33,Ideal,4,SI,62.3,55.0,450,4.44,4.49,2.78
0.41,Ideal,2,VVS,62.2,57.0,1115,4.78,4.74,2.96
0.32,Ideal,4,VS,61.9,55.0,773,4.45,4.41,2.74
0.72,Ideal,6,VS,61.7,56.0,4047,5.77,5.81,3.57
1.12,Ideal,5,VVS,61.5,56.0,14407,6.7,6.76,4.13
1.22,Ideal,6,SI,61.8,58.0,6372,6.84,6.92,4.25
0.41,Ideal,3,IF,61.0,57.0,1367,4.79,4.81,2.93
0.41,Ideal,5,VS,61.4,55.0,1076,4.84,4.8,2.96
0.57,Ideal,5,VVS,61.9,55.0,2534,5.34,5.36,3.31
0.31,Ideal,6,SI,61.5,56.0,732,4.35,4.33,2.67
0.34,Ideal,5,VS,61.8,56.0,805,4.47,4.51,2.78
0.38,Ideal,0,VS,62.3,55.0,572,4.63,4.65,2.89
0.38,Ideal,1,SI,61.6,57.0,626,4.62,4.66,2.86
0.53,Ideal,6,VS,62.3,56.0,1857,5.14,5.17,3.21
0.3,Ideal,5,VS,62.0,56.0,844,4.34,4.3,2.68
1.01,Ideal,5,SI,60.7,57.0,4853,6.52,6.49,3.95
1.0,Ideal,4,SI,61.2,57.0,4452,6.48,6.39,3.94
0.3,Ideal,5,VVS,61.5,57.0,895,4.33,4.35,2.67
0.72,Ideal,2,VS,61.7,57.0,2594,5.74,5.77,3.55
1.03,Ideal,4,SI,60.9,56.0,4891,6.56,6.51,3.98
1.03,Ideal,4,VS,59.1,55.0,6543,6.6,6.69,3.93
1.5,Ideal,1,SI,60.6,59.0,7253,7.37,7.48,4.5
0.35,Ideal,3,VS,60.5,57.0,906,4.58,4.55,2.76
1.14,Ideal,3,VS,61.8,55.0,8121,6.71,6.76,4.16
1.02,Ideal,4,VS,61.5,56.0,7916,6.47,6.5,3.99
0.59,Ideal,6,SI,61.0,57.0,1912,5.46,5.43,3.32
0.31,Ideal,4,VS,61.9,54.0,625,4.35,4.38,2.7
1.02,Ideal,3,VS,62.5,55.0,6418,6.43,6.49,4.04
1.21,Ideal,5,SI,62.1,56.0,7955,6.83,6.88,4.26
1.08,Ideal,3,VS,61.4,56.0,7551,6.59,6.63,4.06
2.01,Ideal,2,SI,62.2,56.0,18252,8.03,8.05,5.0
0.54,Ideal,5,SI,61.6,57.0,1410,5.23,5.26,3.23
1.07,Ideal,2,SI,61.1,56.0,4955,6.63,6.6,4.04
0.25,Ideal,3,VS,61.8,58.0,459,4.04,4.08,2.51
1.02,Ideal,3,VS,62.2,56.0,6683,6.46,6.4,4.0
0.55,Ideal,2,SI,61.5,54.0,1134,5.3,5.33,3.27
1.7,Ideal,2,VS,62.3,57.0,11605,7.68,7.65,4.78
0.3,Ideal,3,VVS,61.7,57.0,878,4.34,4.31,2.67
1.01,Ideal,5,VVS,62.7,56.0,9735,6.42,6.46,4.04
0.75,Ideal,5,SI,60.8,56.0,3045,5.91,5.89,3.59
0.34,Ideal,3,SI,61.9,55.5,531,4.49,4.54,2.79
0.52,Ideal,6,SI,61.5,55.0,1600,5.19,5.22,3.2
0.48,Ideal,3,VVS,62.0,57.0,1574,5.01,5.04,3.11
0.72,Ideal,2,VS,62.8,57.0,2376,5.74,5.7,3.59
1.02,Ideal,5,VS,60.7,56.0,6704,6.58,6.61,4.0
0.32,Ideal,4,VS,62.4,57.0,645,4.34,4.38,2.72
0.31,Ideal,3,IF,61.4,55.0,891,4.36,4.4,2.69
0.7,Ideal,4,SI,60.7,57.0,2671,5.78,5.82,3.52
0.53,Ideal,3,VVS,62.5,54.0,1914,5.21,5.19,3.25
0.3,Ideal,5,VVS,61.5,55.0,731,4.33,4.35,2.67
0.72,Ideal,6,SI,62.3,57.0,2457,5.8,5.75,3.6
0.42,Ideal,4,VS,61.6,56.0,1082,4.82,4.8,2.96
0.44,Ideal,5,SI,62.6,56.0,810,4.84,4.9,3.05
0.3,Ideal,5,VS,62.1,53.6,652,4.3,4.35,2.69
0.4,Ideal,2,SI,62.1,55.0,705,4.73,4.77,2.95
0.74,Ideal,3,VS,62.9,54.0,2723,5.81,5.78,3.64
1.01,Ideal,4,VS,63.2,56.0,7209,6.35,6.41,4.03
0.39,Ideal,6,VVS,62.1,56.0,1212,4.65,4.69,2.9
0.9,Ideal,0,IF,62.2,57.0,3677,6.17,6.14,3.83
0.28,Ideal,3,VS,62.1,55.0,490,4.22,4.25,2.63
1.12,Ideal,3,VS,60.9,56.0,8189,6.7,6.74,4.09
0.3,Ideal,3,VVS,62.7,57.0,878,4.32,4.26,2.69
0.5,Ideal,5,SI,62.4,56.0,1259,5.03,5.07,3.15
0.32,Ideal,3,VS,60.9,56.0,645,4.41,4.45,2.7
0.56,Ideal,5,SI,61.7,56.0,1698,5.33,5.3,3.28
0.77,Ideal,2,VS,60.6,57.0,2479,5.93,5.89,3.58
0.33,Ideal,5,VS,61.9,56.0,928,4.46,4.43,2.75
1.21,Ideal,2,VS,62.4,59.0,7236,6.81,6.79,4.24
1.03,Ideal,3,VVS,61.5,57.0,9691,6.47,6.52,3.99
0.41,Ideal,4,SI,60.5,56.0,909,4.81,4.84,2.92
0.32,Ideal,6,SI,59.3,55.0,756,4.53,4.51,2.68
0.38,Ideal,4,VS,60.4,55.0,871,4.71,4.76,2.86
0.74,Ideal,3,VVS,60.9,58.0,3495,5.85,5.88,3.57
0.43,Ideal,1,IF,62.3,53.0,1046,4.82,4.9,3.02
0.73,Ideal,4,SI,62.2,60.0,2355,5.72,5.75,3.57
0.3,Ideal,3,SI,62.3,54.0,469,4.29,4.32,2.68
0.34,Ideal,2,VVS,62.0,54.0,775,4.46,4.48,2.77
0.91,Ideal,3,SI,62.6,56.0,3991,6.27,6.3,3.81
0.51,Ideal,3,VS,62.7,56.0,1656,5.08,5.1,3.19
1.14,Ideal,0,SI,61.5,57.0,4212,6.73,6.77,4.15
0.3,Ideal,6,VVS,62.2,57.0,866,4.3,4.35,2.69
1.22,Ideal,1,VS,60.4,57.0,7430,6.91,6.99,4.2
0.71,Ideal,6,SI,62.0,55.0,3252,5.71,5.76,3.56
0.41,Ideal,2,VS,62.7,56.0,1061,4.77,4.73,2.98
0.7,Ideal,3,VS,60.5,56.0,3384,5.77,5.79,3.5
0.35,Ideal,5,VS,61.5,55.0,767,4.52,4.56,2.79
1.11,Ideal,5,VVS,62.9,55.0,11074,6.56,6.62,4.14
1.25,Ideal,5,SI,62.3,58.0,7289,6.86,6.89,4.28
0.71,Ideal,1,IF,61.7,59.0,2701,5.7,5.74,3.53
0.5,Ideal,5,VS,62.2,54.0,1624,5.08,5.11,3.17
1.5,Ideal,3,VS,61.8,56.0,13377,7.38,7.31,4.54
0.33,Ideal,3,VS,61.1,55.0,699,4.5,4.52,2.75
0.39,Ideal,5,VS,62.3,57.0,1097,4.67,4.64,2.9
0.3,Ideal,4,VVS,61.5,56.0,1041,4.32,4.36,2.67
0.3,Ideal,5,VVS,61.0,56.0,813,4.34,4.38,2.66
0.33,Ideal,3,VVS,62.6,53.0,702,4.43,4.45,2.78
0.37,Ideal,6,VVS,61.6,56.0,1145,4.65,4.61,2.85
0.55,Ideal,1,VVS,62.7,57.0,1593,5.17,5.23,3.26
1.2,Ideal,3,VS,62.4,54.7,8040,6.79,6.85,4.25
0.34,Ideal,6,VS,61.6,55.0,881,4.54,4.48,2.78
1.03,Ideal,2,SI,61.1,57.0,4384,6.55,6.52,3.99
0.77,Ideal,2,SI,62.2,56.0,2781,5.83,5.88,3.64
0.53,Ideal,4,SI,62.9,57.0,1363,5.18,5.15,3.25
0.72,Ideal,4,VS,62.5,54.0,3330,5.73,5.76,3.59
2.01,Ideal,6,SI,62.1,56.0,18674,8.02,8.11,5.01
0.7,Ideal,5,VS,61.9,56.0,3142,5.69,5.72,3.53
0.73,Ideal,6,SI,61.4,56.0,2995,5.78,5.82,3.56
0.3,Ideal,2,VS,62.1,56.0,491,4.32,4.34,2.69
0.54,Ideal,5,VS,61.4,57.0,1847,5.25,5.21,3.21
0.35,Ideal,3,VS,61.1,56.0,923,4.55,4.58,2.79
1.13,Ideal,5,I1,62.0,55.0,3797,6.7,6.66,4.14
0.31,Ideal,3,IF,61.7,56.0,924,4.34,4.38,2.69
0.57,Ideal,4,VVS,61.6,57.0,2322,5.32,5.36,3.29
0.3,Ideal,2,IF,62.0,55.0,764,4.33,4.35,2.69
0.32,Ideal,5,VVS,61.3,57.0,779,4.39,4.42,2.7
0.51,Ideal,2,VS,61.1,56.0,1438,5.11,5.16,3.14
1.09,Ideal,5,SI,61.9,55.0,5127,6.64,6.6,4.1
0.53,Ideal,3,VVS,60.6,56.0,1932,5.25,5.28,3.19
0.31,Ideal,3,VVS,61.2,54.0,677,4.38,4.41,2.69
0.7,Ideal,3,VS,62.3,57.0,2723,5.67,5.7,3.54
0.33,Ideal,5,VS,62.3,57.0,928,4.43,4.4,2.75
0.52,Ideal,4,VVS,60.9,57.0,2188,5.2,5.25,3.18
0.38,Ideal,3,VS,62.1,56.0,1040,4.68,4.63,2.89
0.43,Ideal,6,SI,61.0,57.0,716,4.81,4.86,2.95
0.54,Ideal,3,VVS,62.6,57.0,1801,5.19,5.23,3.26
1.01,Ideal,2,VS,62.6,57.0,5777,6.37,6.4,4.0
0.64,Ideal,2,SI,60.8,56.0,1125,5.57,5.61,3.4
1.06,Ideal,1,SI,62.8,55.0,3146,6.51,6.46,4.07
1.21,Ideal,4,SI,62.3,55.7,7546,6.8,6.85,4.25
0.34,Ideal,5,SI,62.4,54.0,454,4.49,4.52,2.81
1.01,Ideal,3,SI,60.6,59.0,5049,6.45,6.49,3.92
0.41,Ideal,4,VVS,62.0,55.0,1356,4.78,4.74,2.95
0.3,Ideal,2,VVS,61.7,54.0,776,4.34,4.31,2.67
0.5,Ideal,3,VVS,61.9,58.0,1741,5.06,5.09,3.14
0.4,Ideal,3,SI,62.6,55.0,1020,4.71,4.69,2.93
0.91,Ideal,1,SI,61.6,57.0,2981,6.24,6.23,3.84
0.31,Ideal,3,VS,61.5,56.0,625,4.39,4.43,2.71
0.4,Ideal,5,VVS,61.5,56.0,1158,4.74,4.79,2.93
0.3,Ideal,6,VS,60.8,57.0,911,4.38,4.33,2.65
0.53,Ideal,3,IF,60.3,56.0,2293,5.29,5.33,3.2
0.52,Ideal,3,VVS,61.5,56.0,2012,5.2,5.18,3.19
1.23,Ideal,4,VVS,61.8,56.0,11141,6.89,6.84,4.24
0.36,Ideal,3,SI,61.4,54.0,505,4.59,4.66,2.84
0.32,Ideal,6,VS,62.5,56.0,758,4.38,4.45,2.76
0.35,Ideal,3,SI,61.3,56.0,669,4.56,4.54,2.79
1.75,Ideal,1,VS,61.0,56.0,12127,7.75,7.82,4.75
0.55,Ideal,3,VS,60.9,55.0,1841,5.27,5.31,3.22
0.31,Ideal,4,VS,62.3,55.0,802,4.33,4.3,2.69
1.03,Ideal,2,I1,61.5,57.0,3230,6.52,6.48,4.0
0.7,Ideal,2,VVS,61.8,55.0,3325,5.69,5.74,3.53
1.11,Ideal,5,SI,61.1,57.0,6800,6.64,6.72,4.08
0.7,Ideal,5,SI,62.1,56.0,2453,5.65,5.68,3.52
0.32,Ideal,6,VS,61.6,56.0,758,4.37,4.4,2.7
0.91,Ideal,1,VS,62.4,57.0,3954,6.17,6.21,3.86
0.4,Ideal,5,VS,61.6,57.0,1092,4.73,4.75,2.92
0.4,Ideal,3,VS,62.2,56.0,877,4.72,4.74,2.94
0.55,Ideal,1,VS,61.8,55.0,1374,5.28,5.32,3.27
0.82,Ideal,2,VVS,61.4,56.0,3781,6.01,6.05,3.71
0.4,Ideal,6,VS,61.3,57.0,1050,4.77,4.75,2.92
0.31,Ideal,6,SI,61.9,57.0,548,4.36,4.39,2.71
0.35,Ideal,5,SI,61.0,57.0,614,4.54,4.57,2.78
1.3,Ideal,4,SI,62.2,56.0,6559,7.0,6.96,4.34
0.42,Ideal,6,SI,62.4,57.0,810,4.77,4.84,3.0
1.58,Ideal,2,VVS,62.0,56.0,12897,7.44,7.49,4.63
1.07,Ideal,2,SI,61.5,54.0,3415,6.64,6.6,4.07
1.05,Ideal,2,SI,61.1,56.0,5200,6.52,6.58,4.0
0.55,Ideal,3,VS,60.9,56.0,1591,5.29,5.35,3.24
0.72,Ideal,1,VS,61.0,57.0,2048,5.76,5.83,3.56
0.32,Ideal,1,VS,62.2,57.0,576,4.42,4.39,2.74
0.54,Ideal,6,VS,61.3,56.0,1993,5.26,5.22,3.21
1.53,Ideal,0,SI,62.2,58.0,7721,7.35,7.37,4.58
0.31,Ideal,3,VVS,62.4,56.0,772,4.33,4.36,2.71
0.34,Ideal,3,VS,62.1,57.0,596,4.46,4.5,2.78
1.27,Ideal,0,VS,62.0,57.0,5008,6.96,6.92,4.3
0.31,Ideal,3,VVS,61.7,54.0,907,4.38,4.34,2.69
0.3,Ideal,5,VS,62.1,56.0,658,4.25,4.31,2.66
0.3,Ideal,2,SI,61.3,59.0,425,4.29,4.33,2.64
0.41,Ideal,4,SI,61.6,57.0,904,4.8,4.78,2.95
0.71,Ideal,4,VVS,61.4,56.0,5019,5.75,5.78,3.54
0.91,Ideal,1,VS,62.1,57.0,3906,6.2,6.23,3.86
1.07,Ideal,3,VS,61.4,57.0,7222,6.57,6.6,4.04
0.51,Ideal,3,VVS,62.4,56.0,1916,5.1,5.13,3.19
0.42,Ideal,3,VS,62.4,54.0,1087,4.83,4.78,3.0
0.42,Ideal,0,VVS,61.7,54.0,673,4.83,4.86,2.99
1.2,Ideal,1,VS,62.1,57.0,6324,6.84,6.8,4.23
1.12,Ideal,3,VS,62.3,57.0,6918,6.59,6.64,4.12
0.4,Ideal,2,SI,62.0,56.0,666,4.68,4.74,2.92
0.57,Ideal,5,SI,61.8,57.0,1608,5.28,5.33,3.28
0.53,Ideal,2,IF,62.0,54.0,1920,5.19,5.23,3.23
0.3,Ideal,2,VS,62.3,55.0,675,4.34,4.29,2.69
0.8,Ideal,1,VS,62.1,54.4,2830,5.94,5.99,3.7
0.31,Ideal,3,VVS,61.7,54.0,789,4.36,4.39,2.7
0.62,Ideal,4,VS,62.0,54.0,2406,5.46,5.5,3.4
0.61,Ideal,1,VS,62.0,54.0,1380,5.44,5.49,3.39
0.44,Ideal,5,VVS,61.4,55.0,1868,4.92,4.95,3.03
1.11,Ideal,2,SI,61.3,60.0,4520,6.68,6.66,4.09
0.51,Ideal,5,SI,61.7,55.0,1443,5.17,5.13,3.18
0.9,Ideal,4,SI,61.5,56.0,4198,6.24,6.18,3.82
1.27,Ideal,0,VS,61.8,54.0,5285,6.95,6.98,4.31
0.33,Ideal,3,VS,61.4,55.0,666,4.44,4.48,2.74
0.34,Ideal,5,VVS,62.3,57.0,1071,4.48,4.44,2.78
0.61,Ideal,6,SI,62.0,55.0,2029,5.47,5.44,3.38
1.04,Premium,5,VVS,62.5,59.0,10350,6.41,6.46,4.02
0.7,Premium,3,VS,62.6,58.0,2648,5.64,5.61,3.52
0.33,Premium,0,VS,61.5,61.0,557,4.46,4.39,2.72
0.42,Premium,5,SI,62.0,58.0,926,4.85,4.82,3.0
1.3,Premium,2,VS,61.5,58.0,7714,6.96,6.98,4.29
0.93,Premium,6,SI,60.6,59.0,4140,6.34,6.3,3.83
0.34,Premium,4,VS,61.2,59.0,686,4.47,4.52,2.75
2.02,Premium,6,SI,61.1,57.0,12108,8.12,8.05,4.94
1.16,Premium,2,SI,62.6,57.0,4979,6.75,6.67,4.2
0.71,Premium,4,VS,60.5,58.0,2839,5.75,5.72,3.47
0.5,Premium,3,SI,60.7,57.0,978,5.15,5.07,3.1
1.53,Premium,2,VS,60.1,58.0,11087,7.6,7.57,4.71
0.32,Premium,1,VVS,60.7,59.0,561,4.4,4.43,2.68
0.38,Premium,3,VS,60.8,61.0,983,4.66,4.65,2.83
0.35,Premium,5,VS,59.2,58.0,984,4.63,4.59,2.73
0.36,Premium,5,VS,62.0,58.0,1013,4.56,4.54,2.82
0.94,Premium,4,SI,62.2,59.0,4230,6.27,6.23,3.89
0.4,Premium,4,SI,62.0,56.0,945,4.77,4.72,2.94
0.31,Premium,2,VS,61.9,58.0,628,4.39,4.37,2.71
0.71,Premium,3,SI,62.0,59.0,1740,5.69,5.65,3.52
1.01,Premium,5,SI,62.8,59.0,5599,6.31,6.27,3.95
2.18,Premium,2,SI,62.3,59.0,11579,8.37,8.26,5.18
1.38,Premium,2,SI,60.2,60.0,5641,7.31,7.24,4.37
0.31,Premium,5,VS,61.7,58.0,942,4.36,4.3,2.67
1.51,Premium,3,SI,62.6,58.0,11255,7.3,7.27,4.56
0.9,Premium,1,IF,62.6,59.0,4516,6.15,6.12,3.84
2.07,Premium,1,SI,60.5,60.0,15055,8.32,8.27,5.02
0.41,Premium,2,SI,62.0,59.0,683,4.78,4.8,2.97
1.17,Premium,0,SI,61.9,58.0,4423,6.77,6.73,4.18
0.7,Premium,4,VS,62.5,56.0,2648,5.67,5.63,3.53
1.52,Premium,3,VS,61.2,60.0,14293,7.37,7.4,4.52
1.53,Premium,2,VVS,60.4,60.0,11982,7.41,7.46,4.49
0.58,Premium,5,SI,58.5,55.0,1407,5.52,5.39,3.19
0.51,Premium,6,VS,58.0,60.0,1928,5.29,5.26,3.06
0.52,Premium,4,SI,61.5,60.0,1191,5.15,5.16,3.17
1.5,Premium,1,VS,62.3,58.0,8820,7.31,7.26,4.54
0.74,Premium,3,SI,62.8,57.0,2109,5.77,5.73,3.61
0.31,Premium,4,VVS,62.4,60.0,959,4.31,4.28,2.68
1.18,Premium,3,SI,61.4,58.0,5190,6.82,6.77,4.17
0.72,Premium,6,VS,61.1,60.0,2721,5.74,5.69,3.49
0.81,Premium,3,SI,63.0,60.0,2832,5.87,5.81,3.68
0.36,Premium,3,VVS,61.9,58.0,1053,4.6,4.54,2.83
1.23,Premium,3,VS,59.8,57.0,9574,6.99,6.96,4.17
0.58,Premium,6,VS,59.2,60.0,2401,5.46,5.41,3.22
0.42,Premium,4,VS,61.7,59.0,945,4.82,4.75,2.95
0.33,Premium,5,VVS,61.3,59.0,741,4.44,4.47,2.73
1.27,Premium,4,VVS,61.3,60.0,11905,6.99,6.9,4.26
0.74,Premium,6,VS,62.3,58.0,3461,5.79,5.77,3.6
0.3,Premium,5,VS,61.4,59.0,814,4.32,4.28,2.64
1.72,Premium,2,SI,62.9,58.0,13078,7.63,7.59,4.79
0.72,Premium,6,SI,62.6,54.0,3048,5.78,5.72,3.6
0.34,Premium,3,VS,61.8,58.0,596,4.47,4.5,2.77
0.32,Premium,3,VS,61.5,60.0,720,4.39,4.36,2.69
0.94,Premium,5,SI,60.4,59.0,3758,6.37,6.34,3.84
0.7,Premium,0,VS,62.0,58.0,1657,5.68,5.74,3.54
1.51,Premium,5,VS,59.5,59.0,16277,7.54,7.48,4.47
0.36,Premium,5,SI,61.5,61.0,518,4.63,4.57,2.83
0.51,Premium,5,SI,62.3,58.0,1546,5.12,5.05,3.17
1.39,Premium,5,VS,61.7,59.0,11248,7.13,7.09,4.39
1.01,Premium,2,SI,61.8,60.0,4943,6.44,6.38,3.96
0.38,Premium,4,SI,62.7,58.0,898,4.62,4.6,2.89
1.01,Premium,3,SI,62.4,58.0,4362,6.38,6.41,3.99
0.35,Premium,3,IF,60.6,60.0,1044,4.54,4.57,2.76
0.42,Premium,6,SI,60.2,57.0,970,4.89,4.85,2.93
1.2,Premium,4,VVS,62.2,58.0,11021,6.83,6.78,4.23
0.33,Premium,2,VVS,61.4,59.0,752,4.42,4.44,2.72
0.81,Premium,6,VS,62.3,58.0,4209,6.0,5.94,3.72
0.3,Premium,1,VS,61.9,59.0,527,4.31,4.24,2.65
1.01,Premium,0,VS,62.4,60.0,3190,6.45,6.35,3.99
0.31,Premium,4,SI,60.5,60.0,663,4.39,4.37,2.65
0.93,Premium,5,I1,62.3,60.0,2647,6.23,6.2,3.87
0.41,Premium,5,VS,62.2,57.0,1153,4.78,4.74,2.96
2.02,Premium,2,VS,62.7,53.0,18207,8.02,7.95,0.0
1.04,Premium,3,VS,60.0,58.0,6122,6.62,6.54,3.95
1.01,Premium,4,VS,59.2,61.0,6900,6.59,6.55,3.89
1.5,Premium,4,VS,61.3,61.0,14372,7.36,7.33,4.5
0.83,Premium,3,SI,62.9,57.0,2386,5.99,5.96,3.76
0.31,Premium,3,VS,61.2,59.0,625,4.35,4.37,2.67
1.01,Premium,1,VS,62.5,58.0,4676,6.44,6.39,4.01
1.51,Premium,2,SI,60.2,59.0,8598,7.43,7.33,4.44
1.4,Premium,4,VS,58.8,61.0,12401,7.35,7.32,4.31
0.9,Premium,4,SI,61.9,62.0,3210,6.12,6.07,3.77
0.77,Premium,1,VS,60.3,58.0,2375,5.96,5.94,3.59
1.22,Premium,6,SI,62.3,60.0,5739,6.84,6.8,4.25
2.06,Premium,0,I1,61.2,58.0,5203,8.1,8.07,4.95
0.7,Premium,5,SI,61.3,58.0,2386,5.71,5.84,3.54
0.31,Premium,0,VS,62.3,60.0,488,4.34,4.29,2.69
0.36,Premium,5,VS,59.3,59.0,1013,4.68,4.6,2.75
2.02,Premium,1,SI,62.5,59.0,16191,8.05,8.01,5.02
1.0,Premium,6,SI,61.4,58.0,5880,6.43,6.37,3.93
0.4,Premium,3,VVS,60.3,58.0,1155,4.83,4.79,2.9
1.1,Premium,4,VS,60.5,57.0,9486,6.7,6.69,4.05
0.99,Premium,4,VS,62.6,55.0,5893,6.5,6.35,4.02
1.54,Premium,2,VS,61.9,61.0,10758,7.41,7.33,4.56
0.5,Premium,4,VS,61.8,60.0,1710,5.06,5.1,3.14
0.46,Premium,5,VS,61.7,59.0,1437,4.96,4.93,3.05
0.32,Premium,4,VS,61.7,58.0,645,4.38,4.41,2.71
1.77,Premium,0,SI,61.3,59.0,9704,7.83,7.71,4.76
1.51,Premium,1,VVS,62.1,58.0,9498,7.32,7.29,4.54
0.7,Premium,4,SI,61.9,59.0,2401,5.69,5.71,3.53
0.31,Premium,1,VS,60.7,61.0,558,4.34,4.32,2.63
1.11,Premium,3,SI,62.5,57.0,3804,6.54,6.49,4.07
0.91,Premium,3,VS,60.8,56.0,4357,6.28,6.21,3.8
0.26,Premium,2,VS,62.3,59.0,382,4.06,4.1,2.54
2.77,Premium,2,I1,62.6,62.0,10424,8.93,8.83,5.56
0.4,Premium,6,SI,60.4,59.0,666,4.8,4.83,2.91
1.52,Premium,3,SI,60.9,57.0,8299,7.5,7.44,4.55
2.01,Premium,4,SI,58.4,59.0,13610,8.26,8.24,4.82
2.11,Premium,0,SI,60.7,60.0,12554,8.27,8.2,5.0
1.02,Premium,4,VS,61.3,58.0,6597,6.54,6.42,3.97
2.01,Premium,1,VS,61.1,60.0,17592,8.12,8.06,4.94
0.5,Premium,6,VS,61.1,58.0,1683,5.18,5.09,3.14
1.06,Premium,3,SI,61.9,60.0,4571,6.53,6.52,4.04
0.37,Premium,5,VS,61.0,59.0,811,4.59,4.63,2.81
1.2,Premium,6,VS,61.1,58.0,10161,6.85,6.83,4.18
0.31,Premium,5,VS,61.1,58.0,942,4.37,4.34,2.66
0.52,Premium,3,VS,60.9,58.0,1447,5.19,5.22,3.17
1.0,Premium,5,VS,59.1,59.0,8176,6.56,6.51,3.86
0.43,Premium,6,SI,62.6,58.0,919,4.82,4.79,3.01
0.43,Premium,5,SI,60.2,60.0,792,4.89,4.94,2.96
1.5,Premium,5,SI,61.3,59.0,10819,7.39,7.25,4.49
1.16,Premium,0,VS,62.2,59.0,4702,6.74,6.69,4.18
1.05,Premium,3,VS,61.9,59.0,5821,6.56,6.52,4.05
0.31,Premium,5,VS,60.0,59.0,942,4.42,4.38,2.64
1.21,Premium,2,SI,60.2,58.0,6640,6.93,6.88,4.16
0.32,Premium,3,VS,60.2,57.0,720,4.45,4.42,2.67
1.0,Premium,6,SI,62.4,58.0,4816,6.36,6.33,3.96
0.55,Premium,2,VS,60.2,59.0,1387,5.36,5.24,3.19
