EmployeeId,Education,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,Status
I2-44097,Bachelors,New Delhi,3,33,Male,No,1,Left
I1-38638,Bachelors,Bangalore,3,38,Female,No,4,Left
I2-53168,Bachelors,New Delhi,2,33,Female,No,3,Active
I2-20822,Masters,New Delhi,3,31,Female,Yes,2,Active
I1-27184,PHD,Bangalore,3,31,Male,No,3,Left
I1-71115,Bachelors,Bangalore,3,37,Male,No,5,Left
I1-51730,Bachelors,Bangalore,3,32,Male,No,1,Left
I1-64846,Bachelors,Bangalore,3,33,Male,No,3,Left
I1-96803,Bachelors,Bangalore,3,37,Male,No,5,Left
I1-48647,Bachelors,Bangalore,3,32,Male,No,3,Left
I3-65218,Bachelors,Pune,3,40,Female,Yes,2,Active
I3-85628,Bachelors,Pune,1,40,Female,No,1,Active
I2-94458,Masters,New Delhi,2,32,Male,No,2,Active
I1-47788,Masters,Bangalore,2,39,Female,No,2,Active
I2-77315,PHD,New Delhi,3,41,Male,No,1,Left
I2-58098,PHD,New Delhi,3,32,Female,No,0,Left
I1-99461,Bachelors,Bangalore,3,38,Male,No,0,Active
I2-59398,Masters,New Delhi,2,31,Female,Yes,2,Left
I1-62349,Bachelors,Bangalore,3,38,Male,Yes,3,Active
I1-93599,Bachelors,Bangalore,3,32,Male,No,4,Left
I3-16605,Bachelors,Pune,2,35,Female,No,5,Active
I1-50878,Bachelors,Bangalore,3,34,Male,No,5,Left
I1-70764,Bachelors,Bangalore,3,38,Male,Yes,1,Active
I3-61516,Bachelors,Pune,1,36,Female,No,1,Active
I1-95056,Bachelors,Bangalore,3,34,Female,Yes,2,Left
I2-98851,Masters,New Delhi,3,39,Female,No,2,Left
I2-35879,Masters,New Delhi,1,40,Female,No,0,Left
I1-24828,Bachelors,Bangalore,3,38,Male,Yes,1,Left
I3-29339,Bachelors,Pune,3,35,Male,No,3,Left
I3-21860,Bachelors,Pune,2,31,Male,No,3,Active
I3-94070,Bachelors,Pune,3,41,Male,No,2,Left
I1-92721,Bachelors,Bangalore,3,35,Female,No,3,Left
I1-98992,Bachelors,Bangalore,3,33,Male,No,5,Active
I2-26856,Bachelors,New Delhi,2,33,Male,No,5,Left
I2-91681,Bachelors,New Delhi,3,31,Female,Yes,4,Left
I2-22160,Masters,New Delhi,3,35,Male,No,4,Left
I1-90227,Bachelors,Bangalore,3,37,Female,No,1,Left
I1-89237,Bachelors,Bangalore,3,31,Male,No,5,Left
I1-79560,Bachelors,Bangalore,3,35,Male,No,1,Active
I1-70581,Bachelors,Bangalore,3,32,Male,No,3,Left
I1-22277,Bachelors,Bangalore,3,32,Female,No,0,Left
I1-10824,Bachelors,Bangalore,3,40,Female,No,5,Left
I1-31684,Bachelors,Bangalore,3,34,Male,No,5,Left
I3-80722,Bachelors,Pune,3,37,Male,No,4,Left
I1-72618,PHD,Bangalore,3,40,Male,No,3,Left
I2-45759,Masters,New Delhi,2,34,Female,No,2,Active
I3-45154,Bachelors,Pune,2,32,Female,No,3,Active
I1-32995,Bachelors,Bangalore,3,33,Male,No,1,Left
I1-82946,Bachelors,Bangalore,3,38,Male,No,3,Active
I2-29047,Masters,New Delhi,2,41,Male,No,3,Active
I2-58109,Masters,New Delhi,1,36,Female,No,0,Left
I1-87536,Bachelors,Bangalore,3,33,Male,No,1,Left
I3-21043,Bachelors,Pune,3,31,Male,No,5,Left
I3-60612,Bachelors,Pune,2,34,Female,No,3,Active
I1-68320,Bachelors,Bangalore,3,31,Male,No,1,Left
I2-28938,Bachelors,New Delhi,2,36,Female,No,4,Active
I1-91878,Bachelors,Bangalore,3,38,Male,No,5,Left
I3-18362,Bachelors,Pune,2,39,Female,Yes,1,Active
I3-60941,Bachelors,Pune,3,31,Male,No,3,Left
I2-19521,Bachelors,New Delhi,3,40,Male,No,3,Active
I1-66350,Bachelors,Bangalore,3,39,Male,No,0,Left
I1-80236,Bachelors,Bangalore,3,32,Female,No,4,Left
I1-20823,Bachelors,Bangalore,3,34,Male,No,1,Left
I2-25266,Masters,New Delhi,3,38,Male,No,1,Left
I1-63839,Bachelors,Bangalore,1,39,Male,No,2,Left
I1-12403,Bachelors,Bangalore,3,39,Male,No,5,Left
I1-21481,Bachelors,Bangalore,3,33,Male,No,1,Left
I3-84643,Bachelors,Pune,2,34,Female,No,4,Active
I3-52591,Bachelors,Pune,3,38,Male,Yes,1,Left
I2-66163,Masters,New Delhi,2,33,Male,No,2,Left
I1-27470,Bachelors,Bangalore,3,41,Male,No,5,Left
I3-97506,Masters,Pune,1,39,Male,No,0,Left
I3-81598,Masters,Pune,3,39,Male,No,2,Left
I1-41595,Bachelors,Bangalore,3,41,Male,No,5,Left
I1-46076,Bachelors,Bangalore,3,40,Male,No,4,Left
I1-31691,Bachelors,Bangalore,3,36,Male,No,0,Left
I1-27211,Bachelors,Bangalore,3,34,Male,No,0,Left
I1-14377,Bachelors,Bangalore,3,32,Male,No,5,Active
I1-14842,Bachelors,Bangalore,3,31,Male,No,4,Left
I1-66757,Bachelors,Bangalore,3,36,Male,Yes,0,Left
I3-63914,Masters,Pune,2,35,Male,No,1,Active
I1-17112,Bachelors,Bangalore,3,32,Male,No,2,Left
I3-80597,Bachelors,Pune,3,33,Male,Yes,5,Left
I1-14424,Bachelors,Bangalore,3,34,Male,No,2,Left
I1-11785,Bachelors,Bangalore,3,39,Male,No,3,Left
I1-39702,Bachelors,Bangalore,3,38,Male,No,0,Active
I3-33311,Bachelors,Pune,2,35,Female,No,1,Active
I3-78931,Bachelors,Pune,2,40,Female,Yes,5,Active
I3-59037,Bachelors,Pune,3,41,Male,No,3,Left
I1-37320,Bachelors,Bangalore,1,33,Female,Yes,3,Left
I2-22286,Masters,New Delhi,1,40,Male,No,0,Left
I1-76994,Bachelors,Bangalore,3,33,Female,No,3,Active
I1-93273,Bachelors,Bangalore,3,38,Male,No,1,Active
I1-80863,Masters,Bangalore,2,32,Male,No,2,Left
I3-41292,Bachelors,Pune,3,32,Male,Yes,2,Left
I2-23803,Bachelors,New Delhi,3,32,Female,No,2,Left
I3-26859,Bachelors,Pune,2,37,Female,No,2,Active
I1-16456,Bachelors,Bangalore,3,40,Male,No,5,Left
I1-82515,Bachelors,Bangalore,3,38,Male,No,1,Left
I2-84311,PHD,New Delhi,3,33,Female,No,4,Active
I2-49203,Masters,New Delhi,2,40,Male,No,4,Left
I2-51694,Masters,New Delhi,2,35,Male,No,2,Left
I1-23626,Bachelors,Bangalore,3,33,Male,No,3,Left
I1-27538,Bachelors,Bangalore,3,37,Male,No,4,Left
I1-37596,Bachelors,Bangalore,3,38,Male,No,0,Left
I1-87948,Bachelors,Bangalore,3,32,Male,No,2,Active
I1-59482,Bachelors,Bangalore,3,40,Female,No,2,Left
I2-52995,Bachelors,New Delhi,3,33,Female,No,2,Left
I1-25841,Bachelors,Bangalore,3,38,Male,No,2,Active
I1-76292,Bachelors,Bangalore,3,34,Male,No,5,Left
I2-37568,Bachelors,New Delhi,3,38,Female,No,4,Left
I3-87398,Bachelors,Pune,2,31,Female,No,3,Active
I3-52433,Bachelors,Pune,3,32,Female,No,4,Left
I1-78336,Bachelors,Bangalore,3,35,Male,Yes,1,Left
I1-25988,Bachelors,Bangalore,3,35,Male,No,0,Active
I1-87960,Bachelors,Bangalore,3,33,Female,No,4,Left
I2-13401,Bachelors,New Delhi,3,41,Female,No,0,Left
I3-75087,Bachelors,Pune,1,31,Female,No,3,Active
I1-26808,Bachelors,Bangalore,3,34,Male,No,3,Left
I2-60340,Masters,New Delhi,2,40,Female,No,2,Left
I1-37645,Masters,Bangalore,3,32,Male,No,1,Active
I1-50499,Bachelors,Bangalore,3,36,Male,No,5,Left
I3-32105,Bachelors,Pune,2,40,Female,No,3,Active
I3-30626,Bachelors,Pune,3,31,Male,No,3,Left
I1-83534,Bachelors,Bangalore,1,34,Female,No,5,Left
I2-37676,Masters,New Delhi,3,41,Female,Yes,2,Active
I2-34114,Masters,New Delhi,2,32,Male,No,2,Left
I1-97203,Bachelors,Bangalore,3,41,Male,No,2,Left
I2-39744,Masters,New Delhi,3,33,Male,No,3,Left
I1-11833,Bachelors,Bangalore,3,33,Female,No,0,Active
I3-99735,Bachelors,Pune,3,39,Female,No,2,Left
I3-54213,Masters,Pune,3,40,Male,No,2,Active
I2-53719,Bachelors,New Delhi,3,34,Male,No,3,Left
I3-37469,Bachelors,Pune,3,41,Male,Yes,5,Left
I3-47180,Bachelors,Pune,3,37,Male,No,5,Active
I1-62457,Masters,Bangalore,3,32,Female,No,4,Active
I1-68846,Bachelors,Bangalore,3,41,Male,No,3,Left
I1-75875,Bachelors,Bangalore,3,34,Female,Yes,2,Active
I1-45755,Masters,Bangalore,3,38,Male,No,5,Active
I1-34577,Bachelors,Bangalore,3,40,Female,No,3,Left
I3-96093,Masters,Pune,3,35,Male,No,2,Left
I3-52775,Bachelors,Pune,3,31,Male,No,1,Left
I3-17552,Bachelors,Pune,3,39,Male,No,4,Left
I1-26369,Bachelors,Bangalore,3,39,Male,No,1,Active
I1-29972,Bachelors,Bangalore,3,32,Male,No,3,Active
I1-36215,Bachelors,Bangalore,3,38,Male,No,5,Left
I1-72206,Bachelors,Bangalore,3,35,Male,No,3,Left
I1-56055,Bachelors,Bangalore,1,38,Male,No,4,Left
I2-26918,Bachelors,New Delhi,3,32,Male,No,1,Active
I3-49852,Bachelors,Pune,2,37,Female,No,5,Active
I3-27474,Bachelors,Pune,3,35,Male,No,0,Left
I3-35183,Bachelors,Pune,3,41,Female,No,4,Active
I1-67053,Masters,Bangalore,3,36,Male,No,0,Left
I1-29817,Bachelors,Bangalore,3,35,Male,No,2,Left
I2-84643,Masters,New Delhi,2,36,Male,No,2,Active
I1-64308,Masters,Bangalore,1,34,Male,No,1,Left
I1-56180,Bachelors,Bangalore,3,36,Male,No,3,Left
I3-48253,Bachelors,Pune,2,33,Male,No,3,Left
I2-21549,Masters,New Delhi,3,38,Male,No,2,Active
I2-73823,PHD,New Delhi,3,35,Female,Yes,3,Active
I2-77939,Bachelors,New Delhi,2,37,Female,No,3,Active
I1-68726,Bachelors,Bangalore,3,31,Male,No,0,Left
I3-32034,Bachelors,Pune,2,40,Female,No,2,Active
I3-79056,Bachelors,Pune,3,32,Female,No,3,Active
I1-24225,Bachelors,Bangalore,3,35,Male,Yes,2,Left
I1-45766,Bachelors,Bangalore,3,38,Male,Yes,0,Left
I3-39173,Bachelors,Pune,2,36,Female,No,0,Active
I3-55300,Masters,Pune,3,36,Male,No,3,Left
I2-87543,Masters,New Delhi,3,32,Female,No,5,Left
I3-34588,Bachelors,Pune,2,37,Female,No,0,Active
I3-85778,Bachelors,Pune,3,35,Female,No,0,Active
I3-26044,Bachelors,Pune,1,36,Female,No,4,Active
I2-81540,Bachelors,New Delhi,2,34,Female,No,5,Active
I2-81933,Masters,New Delhi,2,35,Female,No,0,Left
I2-19723,Masters,New Delhi,2,38,Female,No,5,Left
I3-31815,Bachelors,Pune,2,39,Female,No,5,Active
I3-47901,Bachelors,Pune,2,32,Female,No,5,Active
I1-13905,Bachelors,Bangalore,3,39,Male,No,2,Left
I1-50153,Bachelors,Bangalore,3,39,Male,No,2,Active
I3-99646,Masters,Pune,2,37,Male,No,2,Left
I1-62392,Bachelors,Bangalore,3,32,Female,No,5,Left
I2-59070,Bachelors,New Delhi,2,38,Male,No,0,Left
I3-26024,Bachelors,Pune,2,36,Female,No,5,Active
I1-12444,Masters,Bangalore,1,37,Male,No,2,Active
I3-59907,Bachelors,Pune,3,32,Male,No,4,Left
I2-79100,Masters,New Delhi,3,37,Male,No,2,Left
I2-76787,Bachelors,New Delhi,3,33,Male,No,2,Left
I1-93614,Bachelors,Bangalore,3,39,Male,No,4,Left
I1-68343,Bachelors,Bangalore,3,35,Male,No,1,Active
I3-52894,Masters,Pune,3,39,Male,No,5,Left
I1-33870,Bachelors,Bangalore,3,34,Male,No,0,Left
I2-13781,Masters,New Delhi,2,33,Male,No,4,Left
I1-14699,Bachelors,Bangalore,3,33,Male,No,1,Left
I2-28844,Bachelors,New Delhi,3,31,Male,No,0,Left
I3-63458,PHD,Pune,3,31,Female,No,4,Left
I1-39477,Bachelors,Bangalore,3,37,Female,No,4,Left
I1-21249,Bachelors,Bangalore,3,33,Male,No,0,Left
I3-96503,Bachelors,Pune,3,31,Male,No,0,Left
I1-79798,Bachelors,Bangalore,3,41,Female,No,2,Left
I3-68802,Masters,Pune,2,39,Male,No,2,Left
I2-65824,Masters,New Delhi,3,32,Male,No,2,Left
I3-92128,Bachelors,Pune,3,37,Male,No,3,Left
I1-31560,Bachelors,Bangalore,3,37,Male,No,1,Left
I3-85215,Bachelors,Pune,2,34,Female,No,3,Active
I2-46489,Bachelors,New Delhi,2,31,Male,No,2,Left
I3-48534,Bachelors,Pune,2,34,Female,Yes,1,Active
I1-90648,Bachelors,Bangalore,3,38,Female,No,5,Left
I1-10429,Bachelors,Bangalore,3,37,Female,No,1,Left
I3-70370,Bachelors,Pune,1,34,Female,No,3,Active
I1-12808,Bachelors,Bangalore,3,33,Male,No,2,Left
I1-86933,Bachelors,Bangalore,3,37,Male,No,4,Left
I1-73254,Bachelors,Bangalore,3,41,Male,No,4,Left
I1-88533,Bachelors,Bangalore,1,38,Female,No,1,Left
I3-44455,Bachelors,Pune,3,40,Male,No,5,Left
I2-12533,Bachelors,New Delhi,3,33,Female,No,1,Active
I2-54089,Bachelors,New Delhi,3,33,Male,No,1,Left
I2-45378,Masters,New Delhi,3,37,Male,Yes,2,Left
I2-57798,Bachelors,New Delhi,2,36,Female,No,2,Left
I1-43932,Bachelors,Bangalore,3,36,Female,No,5,Left
I1-22054,Bachelors,Bangalore,3,41,Male,No,1,Left
I2-54411,Masters,New Delhi,3,40,Male,No,5,Left
I1-28113,Bachelors,Bangalore,3,36,Female,No,0,Left
I1-84167,Masters,Bangalore,2,41,Male,Yes,2,Active
I3-34398,Bachelors,Pune,3,33,Male,No,5,Left
I2-22191,Masters,New Delhi,2,37,Female,No,2,Left
I2-36518,Bachelors,New Delhi,2,33,Male,No,0,Left
I1-78387,Bachelors,Bangalore,3,40,Female,No,4,Left
I2-95197,Masters,New Delhi,3,36,Male,No,2,Active
I1-38852,Bachelors,Bangalore,3,40,Male,Yes,3,Active
I1-47097,Masters,Bangalore,3,40,Male,No,2,Active
I1-98677,Bachelors,Bangalore,3,34,Male,No,3,Left
I3-51589,Bachelors,Pune,3,39,Male,No,5,Left
I3-57572,Bachelors,Pune,2,33,Male,No,1,Active
I1-11520,Bachelors,Bangalore,3,37,Male,No,2,Left
I2-50463,Bachelors,New Delhi,3,40,Male,No,3,Left
I1-25020,Bachelors,Bangalore,3,38,Male,No,1,Active
I1-44299,Bachelors,Bangalore,3,40,Male,Yes,1,Left
I2-10604,Bachelors,New Delhi,3,38,Female,No,0,Left
I1-39988,Bachelors,Bangalore,3,34,Male,Yes,1,Left
I2-47467,Masters,New Delhi,3,37,Female,No,3,Active
I1-41726,Bachelors,Bangalore,3,40,Male,No,5,Left
I2-19665,Bachelors,New Delhi,3,40,Female,No,1,Left
I1-92006,Masters,Bangalore,3,37,Male,No,2,Active
I3-40185,Bachelors,Pune,2,37,Female,No,3,Active
I3-79269,Bachelors,Pune,3,32,Male,No,1,Left
I2-39033,Masters,New Delhi,1,35,Male,No,5,Left
I1-75047,Bachelors,Bangalore,1,38,Male,No,3,Left
I3-89221,Bachelors,Pune,3,34,Female,No,1,Left
I1-66607,Bachelors,Bangalore,3,32,Male,No,2,Active
I1-35830,Bachelors,Bangalore,3,37,Male,No,5,Left
I2-62772,Bachelors,New Delhi,2,37,Male,No,4,Left
I1-51939,Bachelors,Bangalore,3,35,Male,No,2,Left
I1-71926,Bachelors,Bangalore,3,40,Male,No,0,Left
I1-37480,Bachelors,Bangalore,3,40,Male,Yes,2,Left
I1-50221,Bachelors,Bangalore,3,39,Female,No,3,Active
I2-18507,Masters,New Delhi,3,41,Female,No,2,Left
I1-30985,Bachelors,Bangalore,3,34,Female,No,4,Left
I2-30433,Bachelors,New Delhi,3,34,Female,No,4,Left
I3-42454,Bachelors,Pune,2,36,Male,No,2,Active
I2-23600,Masters,New Delhi,3,39,Female,No,1,Left
I2-71178,Bachelors,New Delhi,3,41,Male,No,5,Left
I1-82693,Bachelors,Bangalore,3,40,Male,No,0,Left
I1-86795,Bachelors,Bangalore,3,34,Female,No,5,Left
I1-43001,Bachelors,Bangalore,3,31,Male,No,2,Left
I3-43515,Bachelors,Pune,3,40,Male,No,3,Left
I3-39740,Bachelors,Pune,3,32,Male,No,5,Left
I3-56716,Bachelors,Pune,3,38,Male,No,3,Active
I1-95577,Bachelors,Bangalore,3,40,Male,No,3,Left
I1-25558,PHD,Bangalore,3,41,Male,No,4,Left
I1-69695,Bachelors,Bangalore,3,36,Female,No,0,Left
I3-81539,Bachelors,Pune,2,33,Female,Yes,3,Active
I2-35043,Bachelors,New Delhi,3,37,Male,No,3,Left
I3-50908,Bachelors,Pune,3,38,Male,No,4,Left
I1-80842,Bachelors,Bangalore,3,32,Male,No,4,Left
I3-36614,Bachelors,Pune,3,33,Male,No,1,Left
I1-49857,Bachelors,Bangalore,3,38,Male,No,5,Left
I3-13403,Bachelors,Pune,3,40,Female,No,5,Active
I1-17502,Bachelors,Bangalore,3,35,Male,Yes,0,Left
I2-36190,Masters,New Delhi,3,37,Female,No,5,Left
I1-27677,Bachelors,Bangalore,3,37,Male,Yes,2,Left
I1-70584,Bachelors,Bangalore,3,36,Male,No,2,Left
I1-62421,Bachelors,Bangalore,3,33,Female,No,4,Active
I3-98603,Bachelors,Pune,2,36,Female,No,3,Active
I3-93036,Bachelors,Pune,3,32,Male,No,3,Left
I1-57525,Bachelors,Bangalore,3,35,Female,No,1,Active
I3-24801,Bachelors,Pune,2,34,Female,No,2,Active
I3-64693,Masters,Pune,2,40,Male,No,5,Left
I1-47668,Bachelors,Bangalore,3,37,Female,No,4,Left
I1-64184,Bachelors,Bangalore,1,36,Male,No,1,Left
I3-93110,Bachelors,Pune,3,41,Female,No,1,Left
I3-99661,Bachelors,Pune,3,36,Male,No,0,Left
I1-45552,Bachelors,Bangalore,3,31,Female,No,2,Left
I3-10220,Bachelors,Pune,3,31,Male,No,3,Left
I3-90534,Bachelors,Pune,3,33,Male,No,2,Left
I1-48363,Bachelors,Bangalore,3,35,Male,Yes,0,Left
I2-43673,PHD,New Delhi,3,34,Male,No,1,Left
I1-93666,Bachelors,Bangalore,3,39,Female,No,4,Left
I1-91296,Masters,Bangalore,3,31,Male,No,1,Active
I3-94291,Bachelors,Pune,3,32,Female,No,0,Active
I1-78600,Bachelors,Bangalore,3,33,Male,No,0,Active
I1-49462,Bachelors,Bangalore,3,34,Male,Yes,1,Left
I3-44348,Masters,Pune,3,39,Male,No,2,Left
I2-31729,Bachelors,New Delhi,2,41,Female,No,2,Active
I2-28776,Bachelors,New Delhi,2,34,Male,No,2,Left
I1-96324,Bachelors,Bangalore,3,36,Female,No,5,Left
I3-73647,Bachelors,Pune,2,39,Female,No,5,Active
I3-99941,Bachelors,Pune,3,37,Male,No,5,Left
I1-72618,Bachelors,Bangalore,3,36,Male,No,4,Left
I2-67112,Bachelors,New Delhi,3,38,Female,No,1,Left
I1-50555,Bachelors,Bangalore,3,38,Female,No,3,Left
I2-63786,Masters,New Delhi,3,37,Female,No,2,Active
I1-28337,Bachelors,Bangalore,3,34,Male,No,2,Left
I1-69995,Bachelors,Bangalore,3,31,Male,No,2,Left
I3-85483,Bachelors,Pune,2,32,Female,No,2,Active
I2-10274,Masters,New Delhi,3,35,Male,No,2,Active
I1-52572,Bachelors,Bangalore,3,31,Male,Yes,2,Left
I1-55748,Bachelors,Bangalore,1,32,Male,Yes,0,Active
I1-43742,Bachelors,Bangalore,3,31,Female,No,5,Left
I1-79625,Bachelors,Bangalore,3,37,Male,No,5,Active
I2-44809,PHD,New Delhi,3,40,Male,No,3,Active
I1-43580,Bachelors,Bangalore,1,41,Male,No,1,Left
I3-99211,Bachelors,Pune,3,34,Male,No,5,Left
I1-18890,Bachelors,Bangalore,3,36,Male,Yes,3,Left
I3-74103,Bachelors,Pune,3,35,Male,No,1,Left
I2-72051,Masters,New Delhi,3,38,Female,No,3,Left
I1-15443,Bachelors,Bangalore,3,33,Male,No,1,Left
I1-32493,Bachelors,Bangalore,3,38,Female,No,2,Left
I1-48561,Bachelors,Bangalore,3,38,Male,No,1,Active
I3-28434,Bachelors,Pune,2,40,Male,No,4,Left
I2-43198,Bachelors,New Delhi,3,39,Male,No,5,Left
I2-77611,Bachelors,New Delhi,3,33,Female,No,4,Left
I3-21974,Bachelors,Pune,3,32,Female,No,3,Active
I1-56687,Bachelors,Bangalore,3,39,Male,No,2,Left
I1-76278,Bachelors,Bangalore,3,38,Female,No,4,Left
I1-79094,Bachelors,Bangalore,3,38,Male,No,2,Left
I1-49536,Bachelors,Bangalore,3,35,Male,No,0,Left
I3-28996,Bachelors,Pune,3,31,Female,No,0,Active
I1-80353,Bachelors,Bangalore,3,41,Male,No,5,Left
I2-57871,Bachelors,New Delhi,3,38,Female,No,4,Active
I1-65065,Bachelors,Bangalore,3,40,Male,Yes,1,Left
I1-81879,Bachelors,Bangalore,3,36,Female,No,2,Active
I2-88993,PHD,New Delhi,3,36,Male,No,3,Active
I3-88821,Bachelors,Pune,3,41,Male,No,4,Left
I1-40186,Bachelors,Bangalore,3,35,Male,Yes,1,Left
I1-86760,Bachelors,Bangalore,3,38,Male,No,5,Left
I2-58074,Bachelors,New Delhi,2,41,Female,No,0,Left
I1-98057,Bachelors,Bangalore,1,34,Male,No,0,Left
I1-44229,Bachelors,Bangalore,3,39,Female,No,3,Active
I1-51595,Bachelors,Bangalore,3,37,Male,No,5,Left
I3-26235,Bachelors,Pune,2,39,Female,Yes,0,Active
I1-58122,Bachelors,Bangalore,3,31,Male,No,2,Active
I2-76482,Masters,New Delhi,3,34,Female,No,3,Left
I1-73310,Bachelors,Bangalore,3,39,Male,No,1,Left
I3-93629,Bachelors,Pune,2,38,Female,No,3,Active
I1-68934,Bachelors,Bangalore,3,34,Male,No,1,Left
I1-77825,Bachelors,Bangalore,3,31,Female,No,2,Left
I1-80227,Bachelors,Bangalore,3,39,Female,No,0,Left
I1-71862,Bachelors,Bangalore,3,31,Female,No,1,Left
I1-50653,Bachelors,Bangalore,3,36,Male,No,1,Left
I2-47253,Bachelors,New Delhi,3,37,Male,No,0,Left
I3-78275,Bachelors,Pune,1,38,Female,No,1,Active
I3-72274,PHD,Pune,3,41,Male,No,2,Left
I1-43129,Bachelors,Bangalore,3,32,Male,No,4,Active
I3-21230,Bachelors,Pune,3,35,Male,No,0,Active
I1-48486,Bachelors,Bangalore,3,35,Male,No,1,Left
I1-42080,Bachelors,Bangalore,3,32,Male,No,1,Left
I1-37227,Bachelors,Bangalore,3,31,Male,No,1,Active
I1-45913,Bachelors,Bangalore,3,41,Male,No,4,Left
I1-25877,Bachelors,Bangalore,3,33,Male,Yes,0,Left
I2-18152,Bachelors,New Delhi,2,38,Female,No,1,Active
I1-95097,Masters,Bangalore,3,39,Female,No,3,Active
I1-92780,Bachelors,Bangalore,1,36,Female,No,2,Left
I1-47597,Masters,Bangalore,2,31,Male,No,5,Left
I2-73169,Masters,New Delhi,2,39,Female,No,2,Active
I2-73468,Masters,New Delhi,3,41,Male,No,3,Active
I2-79468,PHD,New Delhi,3,33,Female,No,0,Active
I1-11065,Bachelors,Bangalore,3,38,Male,No,1,Left
I3-80178,Bachelors,Pune,2,31,Male,No,0,Left
I1-84440,Bachelors,Bangalore,3,34,Male,No,4,Left
I1-42481,Bachelors,Bangalore,3,40,Male,No,2,Left
I1-54739,Bachelors,Bangalore,3,36,Male,No,1,Left
I1-46621,Bachelors,Bangalore,3,36,Female,No,2,Left
I2-58881,Bachelors,New Delhi,2,41,Female,No,4,Left
I1-21193,Bachelors,Bangalore,3,37,Male,No,3,Left
I2-95940,Bachelors,New Delhi,3,33,Male,No,5,Left
I2-34373,Bachelors,New Delhi,3,41,Female,No,4,Left
I1-53252,Bachelors,Bangalore,3,37,Female,No,2,Left
I3-50428,Bachelors,Pune,3,38,Male,Yes,5,Left
I1-20360,Bachelors,Bangalore,3,34,Male,No,2,Active
I3-45159,Bachelors,Pune,3,37,Female,No,0,Left
I1-19425,Bachelors,Bangalore,3,34,Male,No,0,Active
I3-31242,Bachelors,Pune,3,32,Male,No,1,Left
I2-55243,Masters,New Delhi,3,35,Female,No,4,Active
I3-81545,Bachelors,Pune,3,36,Male,No,3,Left
I1-37341,Bachelors,Bangalore,3,34,Female,No,2,Left
I1-86778,Bachelors,Bangalore,3,37,Female,No,3,Left
I1-64335,Bachelors,Bangalore,3,40,Female,Yes,4,Left
I3-58734,Bachelors,Pune,3,33,Male,No,4,Left
I1-39613,Bachelors,Bangalore,3,39,Female,No,4,Left
I1-80054,Bachelors,Bangalore,3,40,Male,No,4,Left
I1-56258,Bachelors,Bangalore,1,34,Male,No,4,Active
I3-70525,Bachelors,Pune,3,40,Male,No,5,Left
I1-16725,PHD,Bangalore,3,32,Male,No,5,Left
I1-88838,Bachelors,Bangalore,3,33,Male,No,1,Left
I2-42590,Bachelors,New Delhi,1,31,Female,No,4,Active
I2-93632,Masters,New Delhi,3,41,Female,No,4,Left
I1-63234,Bachelors,Bangalore,3,34,Male,No,4,Left
I1-16110,Bachelors,Bangalore,3,39,Male,No,7,Left
I1-64731,Bachelors,Bangalore,3,35,Male,No,5,Left
I3-51535,Bachelors,Pune,3,38,Female,No,7,Left
I1-17429,Bachelors,Bangalore,3,33,Male,No,6,Left
I3-57752,Bachelors,Pune,3,33,Male,No,6,Left
I1-51684,Bachelors,Bangalore,3,35,Male,No,5,Left
I2-21244,PHD,New Delhi,3,40,Male,No,5,Left
I1-35580,Bachelors,Bangalore,3,40,Female,No,5,Left
I1-40654,Bachelors,Bangalore,3,39,Male,No,5,Left
I1-64264,Bachelors,Bangalore,3,33,Female,No,6,Left
I1-64954,Bachelors,Bangalore,3,32,Female,No,5,Left
I1-22007,Masters,Bangalore,3,40,Female,No,7,Active
I2-93211,Bachelors,New Delhi,2,33,Male,No,6,Left
I2-47386,Masters,New Delhi,1,31,Female,No,5,Active
I1-49894,Bachelors,Bangalore,3,35,Female,No,5,Left
I1-14286,Bachelors,Bangalore,3,39,Male,No,7,Active
I1-89515,Masters,Bangalore,3,39,Female,No,6,Active
I3-67224,Masters,Pune,2,38,Female,No,2,Left
I1-37367,Bachelors,Bangalore,3,38,Male,No,7,Active
I2-86799,Masters,New Delhi,2,40,Female,Yes,2,Left
I1-89046,Bachelors,Bangalore,3,38,Male,No,6,Active
I1-69673,Bachelors,Bangalore,3,34,Male,No,6,Left
I1-39610,Bachelors,Bangalore,1,35,Male,No,7,Left
I2-86843,Masters,New Delhi,1,41,Male,No,5,Left
I2-36069,PHD,New Delhi,2,37,Female,No,5,Left
I3-10561,Bachelors,Pune,3,34,Male,Yes,7,Left
I1-85849,Bachelors,Bangalore,3,35,Male,Yes,5,Left
I1-37367,Bachelors,Bangalore,1,38,Male,No,6,Left
I1-70466,Bachelors,Bangalore,3,38,Female,No,7,Left
I3-89307,Bachelors,Pune,2,41,Female,No,7,Left
I1-50755,Bachelors,Bangalore,3,34,Male,No,5,Active
I3-88552,Bachelors,Pune,2,22,Male,No,0,Left
I1-87546,Bachelors,Bangalore,2,26,Female,No,4,Active
I1-80948,Bachelors,Bangalore,3,22,Male,No,0,Left
I2-85577,Bachelors,New Delhi,3,25,Female,No,3,Left
I1-70873,Bachelors,Bangalore,3,29,Male,No,0,Left
I2-23691,Bachelors,New Delhi,3,36,Female,No,0,Left
I1-72024,Bachelors,Bangalore,3,37,Female,No,1,Left
